name_contains_bot,screen_name_contains_bot,name_screen_levenshtein,followers_count,following_count,favorites_count,tweets_count,verified,location,description_contains_link,description_contains_bot,tweets_contains_link_count,tweets_contains_bot_count,retweet_count,tweet_levenstein1,tweet_levenstein2,tweet_levenstein3,tweet_levenstein4,is_bot
False,False,6,35,6,1,746,False,"London, England",False,False,0,0,0,5,10,8,11,True
False,False,10,281,658,1581,5219,False,"Tuscaloosa, AL",False,False,5,0,5,105,87,88,91,False
False,False,5,942142,59,219,2135,True,Everywhere,False,False,5,0,2,97,105,100,108,False
False,False,6,467,436,34701,16499,False,"austin, tx",False,False,1,0,0,34,32,50,33,False
False,False,7,19401206,41,8,6830,True,,False,False,3,0,0,101,53,53,37,False
False,False,19,821,1568,397,11509,False,"Kota Kinabalu, Sabah",False,False,5,0,0,49,93,60,52,False
False,False,2,208,99,0,8963,False,Texas,False,False,5,0,0,70,73,75,71,True
False,False,7,893672,559,3763,7719,True,,False,False,2,0,2,121,120,113,126,False
False,False,3,47678,10397,26455,19799,True,stefan.simanowitz@amnesty.org,False,False,5,0,0,107,96,104,103,False
False,False,16,33904,1562,114975,20567,True,,False,False,1,0,1,114,81,112,48,False
False,False,17,1036,1855,7605,3093,False,"Rochester, NY",False,False,5,0,0,106,105,101,104,False
False,False,10,854,1494,18,2142,False,"Cleveland, Ohio",False,False,4,0,0,109,86,85,113,True
False,False,7,289962,440,740,7016,False,"paris , bordeaux , toulouse ",True,False,2,0,2,85,108,115,117,False
False,False,3,1909,1092,16591,7349,False,"Seoul, NYC, LA, Brisbane",False,False,4,0,3,121,116,116,107,False
False,False,6,4784927,187,168,5883,True,,False,False,3,0,1,100,122,114,105,False
False,False,10,94,283,24398,7162,False,quantum realm ,False,False,2,0,0,101,110,97,106,False
False,False,2,6710,7916,9812,19938,False,"Royal Palm Beach, FL",True,False,4,0,0,106,104,106,101,True
False,False,6,517,1120,9532,18663,False,Central NY,False,False,1,0,3,111,106,112,111,False
False,True,6,203,1,0,3854,False,Pallet Town,False,False,5,0,0,54,10,56,10,True
False,False,13,113,298,3599,18316,False,Medford MA,False,False,2,0,4,115,111,112,87,False
False,False,8,13,63,11,97,False,"San Diego, CA",False,False,1,0,0,61,83,55,77,False
False,True,16,102,0,0,9356,False,,False,True,0,0,0,45,93,70,59,True
False,False,14,1685,1540,3565,6690,True,"Charlotte, NC",False,False,2,0,1,117,118,41,46,False
False,False,1,867283,264,9054,4353,True,,False,False,0,0,0,52,24,19,54,False
False,False,11,6478,5821,9821,24057,False,,False,False,1,0,4,112,107,106,127,False
False,False,1,357466,304,3947,51881,True,Everywhere,False,False,3,0,0,126,127,103,99,False
False,False,22,29027,10709,65543,61763,False,🆕President 🆕Senate🆒House ,False,False,3,1,0,111,55,32,82,True
False,False,9,7599,2066,60622,17320,False,"Blacksburg, VA",False,False,2,0,2,135,135,120,133,False
False,False,11,74,125,311,19911,False,In the Clouds,False,False,4,0,0,67,35,40,37,False
False,False,12,427,3074,51563,3885,False,,False,False,3,0,0,46,121,33,102,False
False,False,18,368188,400288,299502,722586,False,Great Britain and Ireland,True,False,3,0,3,100,68,101,100,True
False,False,3,347,214,29558,20119,False,,False,False,4,0,5,66,41,54,34,False
False,False,13,186,905,31545,10042,False,NYC,False,False,0,0,3,103,105,113,114,False
False,False,9,9,303,56,44,False,,True,False,1,0,5,114,117,104,115,True
False,False,11,38,0,851,151,False,,True,False,3,0,5,64,108,57,106,True
False,False,14,72,180,3192,974,False,"Riverdale, MD",False,False,1,0,1,119,123,114,120,False
False,False,19,1692,502,53085,88570,False,"Osaka, JAPAN",True,False,0,0,0,76,63,40,85,False
False,False,2,16068,1039,2690,72740,True,Paris,True,False,5,0,2,85,42,43,42,False
True,False,10,80,2,46,641,False,"Seattle, WA",False,True,0,0,0,60,60,57,65,True
False,False,15,3111,3076,944,13414,False,"Charleston, SC",False,False,5,0,0,99,98,87,99,False
False,False,9,2277,1245,27959,17009,False,,False,False,1,1,2,122,125,122,115,False
False,False,16,6074,996,503,11254,True,South Dakota,False,False,3,0,1,90,115,67,101,False
False,False,3,21,98,1527,1971,False,,False,False,4,0,5,112,113,105,122,False
False,False,13,3375,3534,14802,66927,True,"Ottawa, Ontario",False,False,2,0,3,110,116,123,113,False
False,False,8,410,326,20771,21209,False,562,False,False,3,0,4,83,89,86,83,False
False,False,10,36,186,2457,3885,False,"Athens, GA",False,False,4,0,3,102,90,100,94,True
False,False,10,0,0,323,651,False,,False,False,4,0,4,116,119,118,112,False
False,False,23,340,216,19899,24407,False,New York City,False,False,4,0,5,56,70,112,100,False
False,False,9,237,405,13336,38666,False,,False,False,1,0,0,25,44,41,24,False
False,False,15,279810,9,45,523,False,,False,False,1,0,1,110,121,109,110,False
False,False,12,361,1547,5354,8408,False,"Burlington, IA",False,False,4,0,4,37,58,45,111,False
False,False,20,829,2211,46230,9562,False,Massachusetts,False,False,2,0,5,80,92,105,84,False
False,False,11,32,33,1096,1556,False,"West Harrison, NY",False,False,2,0,0,99,110,112,111,True
False,False,5,142537,2561,59065,149398,False,A Coruña,False,False,2,0,2,112,104,109,87,False
False,False,7,17,0,1913,2611,False,,False,False,4,0,0,93,71,70,71,True
False,False,12,358,366,12,741,False,"Los Angeles,  CA",False,False,5,0,0,61,93,97,109,False
False,False,3,1894,1809,20567,7610,True,"Jefferson City, MO",False,False,1,0,4,111,116,114,124,False
False,False,23,2318,3840,8866,5794,False,"Puglia, Italia",False,False,5,0,1,99,99,80,21,True
False,False,13,732,986,45221,14239,False,Your Mom,False,False,3,0,1,75,107,88,65,False
False,False,9,153120,47811,3770,39667,False,alison,False,False,5,0,3,25,10,26,10,False
False,False,14,7,0,321,62,False,,True,False,3,0,4,113,108,45,96,True
False,False,5,1221534,1553,26648,20202,True,"Plttsburgh, Pa",True,False,4,0,1,97,109,121,105,False
False,False,2,506,362,3501,20549,False,Texas Forever,False,False,5,0,1,105,113,113,110,False
False,False,3,87138,1793,11166,15105,True,Las Ongales,False,False,1,0,0,33,41,22,22,False
False,False,2,1213661,195,11530,8420,True,"Lima, Perú",False,False,2,0,2,51,120,62,123,False
False,False,1,5224,92,11,29,False,New York,False,False,3,0,1,50,110,0.0,63,False
False,False,3,649738,570,5112,42910,False,"Manila, Philippines",False,False,5,0,0,106,107,115,106,False
False,False,3,4499,893,19277,2097,True,"Wisconsin, USA",False,False,2,0,3,107,119,119,116,False
False,False,16,1218,1268,72213,102970,False,百合ヶ丘女学院MS科,True,False,0,0,2,65,55,89,48,True
False,False,12,784,2272,95499,80941,False,,False,False,1,1,3,94,45,55,46,False
False,False,12,303,687,16477,10448,False,"Rio de Janeiro, Niterói",False,False,0,0,1,48,41,114,49,True
False,False,13,438,876,182919,21723,False,,False,False,4,0,5,68,67,106,122,False
False,False,29,38,3,1763,2341,False,"Chicago, New York, Los Angeles",False,False,4,0,0,107,101,99,99,True
False,False,21,461664,16966,5506,15231,False,"Minas Gerais, Brasil",False,False,3,0,5,88,114,108,111,False
False,False,12,7692,3851,99394,232112,False,Italy,False,False,5,0,5,89,84,75,73,True
False,False,6,1992273,134,2,2418,True,"Los Angeles, CA",False,False,5,0,0,105,117,101,110,False
False,False,11,527997,362,1067,7821,True,,True,False,0,0,0,26,50,34,49,False
False,False,1,83394,1090,9077,8349,True,LA,False,False,2,0,0,47,56,55,112,False
False,False,38,2787,4982,163690,123457,False,"Raleigh, NC",False,False,3,0,5,109,118,108,115,False
False,False,5,469,317,19495,10309,False,,False,False,4,0,3,50,126,27,27,False
False,False,12,144,758,113489,4645,False,htx,False,False,1,0,5,110,110,96,76,False
False,False,5,1122,1985,2571,24535,False,"Lusaka, Zambia",False,False,3,0,1,57,122,124,117,False
False,False,10,198,949,183,2674,False,Indonesia ,False,False,0,0,1,72,87,106,90,False
False,False,18,1677,772,37576,37567,False,Main St USA#btfd#hodl#dogearmy,False,False,2,1,1,109,110,105,119,False
False,False,12,3309131,193,106,2139,True,,False,False,3,0,3,61,54,60,128,False
False,False,5,1067152,1919,14525,107265,True,New Zealand,False,False,4,0,0,108,102,110,104,False
False,False,1,1755660,491,649,5363,True,"Londrina,Manchester",False,False,5,0,1,114,111,108,101,False
False,False,11,743,1521,80975,24289,False,"Brooklyn, New York",False,False,3,0,1,113,116,105,120,False
False,False,15,3077,3899,1,2043,False,"Miami Springs, FL",False,False,5,0,0,112,56,103,114,False
False,False,7,397179,2048,11612,14311,False,,False,False,1,0,2,124,113,120,117,False
False,False,29,1602,1976,5077,10828,False,Leicestershire,False,False,4,0,2,111,96,105,109,False
False,False,3,67524,870,50935,36556,False,,True,False,0,0,0,61,64,73,77,False
False,False,11,1650839,267,18395,19315,True,Lebanon,True,False,3,0,2,44,111,103,45,False
False,False,13,1778,760,2251,171968,False,"Lisbon, Portugal",False,False,1,0,2,62,110,68,75,False
False,False,10,362,317,22647,12582,False,"Baltimore, MD",False,False,3,0,5,34,71,45,20,False
False,False,6,820,970,11893,7406,True,"Colorado Springs, CO",False,False,4,0,3,104,116,103,120,False
False,False,1,325027,375,9915,16846,True,"Tampa, Florida",False,False,3,0,1,115,115,124,111,False
False,False,3,597509,557840,628718,47497,False,"Santa Monica, California",False,False,3,0,0,111,122,128,108,True
False,False,12,338844,873,116,6738,True,Madrid,False,False,0,0,5,120,117,119,122,False
False,False,12,277,232,14412,26802,False,"Danbury, CT",False,False,5,0,3,55,101,51,53,False
False,False,1,115353,1234,1229,18567,True,Instagram/FB: billboarddance,False,False,5,0,0,88,90,88,93,False
False,False,10,13492,1608,3743,6939,True,"Sydney, Australia",False,False,0,0,5,100,101,101,119,False
False,False,1,11646,2799,7657,13168,True,"New Orleans, LA",True,False,2,0,0,95,89,79,90,False
False,False,8,1338571,1616,30546,49457,True,Ciudad Gótica,False,False,2,0,1,64,64,109,60,False
False,False,4,2360220,150,3195,3114,False,Pakistan,False,False,3,0,0,108,97,105,108,False
False,False,4,1579,1577,18662,8019,False,"Des Moines, IA",False,False,1,0,3,92,116,81,117,False
False,False,14,0,0,150,242,False,,False,False,4,0,5,118,123,126,116,False
False,False,11,1210,766,18790,27966,False,"Los Angeles, CA",False,False,2,0,3,104,126,122,115,False
False,False,8,7321,8054,332031,238599,False,Canada,False,False,2,0,4,100,102,104,110,False
False,False,10,690,688,13376,17735,False,"Cape Town, South Africa ",True,False,0,0,4,34,46,114,45,False
False,False,0.0,1898791,4066,12599,68875,True,Global,False,False,4,0,1,105,94,103,117,False
False,False,8,453,1367,7350,2080,False,Philly Girl,False,False,1,0,3,117,113,108,133,False
False,False,6,700,780,40216,17747,False,Road to Riches ,False,False,2,0,5,96,75,74,75,False
False,False,0.0,1022,555,40557,48344,False,São Paulo,False,False,3,0,1,95,96,116,103,False
False,False,10,15781,294,720,3806,True,"Doha, Qatar",False,False,3,0,2,125,119,98,122,False
False,False,14,208914,4135,50998,89488,True,"McLean, VA",False,False,3,0,0,47,83,57,119,False
False,False,3,123521,97889,9189,18350,False,NorthEast,True,False,3,1,1,120,126,126,128,False
False,False,5,529,2182,732,4842,False,dublin ireland,False,False,0,1,1,27,44,128,77,False
False,False,4,186,361,13474,9453,False,Georgia,False,False,5,0,0,103,93,104,101,False
False,False,7,105654,20,1562,51,False,,False,False,0,0,0,31,19,21,45,True
False,False,3,549,379,80748,52197,False,"Portland, OR",False,False,4,1,5,55,65,52,70,False
False,False,9,556,926,15801,12627,False,,False,False,0,0,3,137,133,20,130,False
False,False,8,72549,199,21164,17078,True,NYC area,False,False,1,0,3,109,100,126,129,False
False,False,4,8038,5303,19775,25305,False,DALLAS TX,False,False,2,0,3,84,106,93,71,False
False,False,3,73,727,1357,429,False,"Tennessee, USA",False,False,0,0,1,76,43,58,40,False
False,False,9,213292,43,16,717,True,LA,False,False,0,0,0,93,101,87,93,False
False,False,5,178,464,236,3993,False,Arkansas,False,False,3,0,2,120,110,104,127,True
False,False,8,1138,2143,3811,3468,False,"Rehoboth Beach, DE",False,False,1,0,3,119,117,48,43,False
False,False,0.0,49,321,995,1594,False,"Cleveland, OH",False,False,2,0,1,65,67,65,67,False
False,False,9,1469,244,9573,9986,False,"Daily Planet, Metropolis, USA",False,False,3,0,3,80,109,54,72,True
False,False,16,186,343,201,1531,False,my to time village. ,False,False,0,1,0,107,102,111,107,False
False,False,23,6,0,0,46679,False,,True,False,5,0,0,10,10,10,10,True
False,False,1,36108,1563,11244,13184,True,Paris,False,False,1,0,0,5,47,58,122,False
False,False,10,118,0,1193,1386,False,Mumbai,False,False,2,0,4,114,105,118,107,False
False,False,11,63599,0,3271,1959,False,,False,False,5,0,0,104,98,121,121,False
False,False,2,2220,673,5183,449,True,City of Stars,False,False,4,0,4,99,111,101,102,False
False,False,24,384,375,12868,6044,False,"Screw you guys, I'm going home",False,False,0,0,2,44,96,67,46,False
False,False,15,952,414,99,5267,False,Punta Cana,False,False,3,0,3,116,114,119,116,False
False,False,11,1106,882,11720,39138,False,"Somewhere, Tx",False,False,1,0,3,62,117,117,117,False
False,False,9,126,191,1945,2166,False,Seoul,False,False,3,0,4,135,136,131,136,False
False,False,5,1226208,10680,80568,45913,True,Planet Earth,False,False,2,0,0,112,102,115,103,False
False,False,14,1126,1573,3137,5531,False,Behind the lens,False,False,2,0,1,100,104,111,92,False
False,False,4,1567,866,14262,86268,False,México,False,False,0,0,0,32,113,31,61,False
False,False,3,305293,651,2370,45078,False,Chile,False,False,2,0,2,123,102,115,115,False
False,False,7,45735,1836,16539,31714,True,Washington D.C.,False,False,0,0,0,71,39,52,44,False
False,False,9,3858,10,13,7823,False,sui.sexy,True,False,0,0,0,28,25,28,27,True
False,False,14,2619,700,669,2217,False,London,True,False,1,0,2,77,69,41,121,False
False,False,1,2931748,158,166,12732,True,,False,False,4,0,2,100,124,102,125,False
False,False,3,451,1092,18959,7529,False,"Nashville, TN",False,False,0,0,0,55,60,41,79,False
False,False,1,34,534,3589,459,False,,False,False,2,0,0,65,61,66,74,False
False,False,3,391853,2153,109614,69966,True,CDMX,False,False,0,0,3,119,110,118,112,False
False,False,11,172,239,36442,5692,False,"New York, NY",False,False,4,0,2,138,80,126,104,False
False,False,18,1,40,1189,1722,False,yogyakarta,False,False,2,0,5,109,112,110,77,True
False,False,11,2,0,136,18,False,,True,False,3,0,5,64,76,121,75,True
False,False,5,716960,295,14495,29999,True,Dünya,True,False,4,0,1,111,119,104,102,False
False,False,3,43723,1943,24003,35071,True,"South Carolina, USA",False,False,4,0,0,106,110,100,104,False
False,False,25,120452,506,849,30657,True,Los Angeles,False,False,2,0,1,75,74,59,115,False
False,False,12,28237,14812,1,98824,False,,False,False,0,0,0,49,61,74,59,True
False,False,8,1119,308,13320,10685,False,"Brighton, England",False,False,3,0,3,108,77,110,70,False
False,False,1,16130,1497,30537,14399,True,"Philadelphia, PA",False,False,1,1,1,70,110,39,120,False
False,False,4,1073127,218,1455,3179,True,"Bangalore, India",True,False,4,0,1,104,116,105,121,False
False,False,3,2415,45,110,4662,False,In a rusty cargo container.,True,True,2,0,0,98,86,103,114,True
False,False,14,246,185,15091,3084,False,"Huntington Woods, MI",False,False,2,0,4,44,71,31,116,False
False,False,17,2083,1332,199326,84015,False,"Topeka, KS USA",False,False,0,0,0,62,65,60,65,False
False,False,3,40,346,1668,175,False,,False,False,1,0,4,117,118,119,118,False
False,False,11,126,411,2797,1255,False,"Coralville, IA",False,False,2,0,1,123,104,113,105,False
False,False,15,4,0,113,24,False,,True,False,1,0,5,120,132,84,118,True
False,False,25,1675,919,70767,50669,False,Nevada USA,False,False,4,0,1,95,105,10,98,False
False,False,12,1,19,342,342,False,Albany,False,False,4,0,5,120,122,123,114,True
False,False,0.0,200,1193,21143,5204,False,,False,False,2,0,0,93,69,69,110,False
False,False,12,41,114,559,536,False,"Abruzzo, Italia",False,False,0,0,0,1,1,1,1,True
False,False,2,4206,1123,11597,7462,True,"Orlando, FL",False,False,4,0,0,59,101,75,53,False
False,False,17,3,0,0,39,False,China,True,False,3,0,3,115,125,122,114,True
False,False,10,6104,5435,6535,14775,True,"Tampa, FL",False,False,4,0,1,90,97,99,96,False
False,False,5,486,402,16011,13055,False,,False,False,5,0,5,54,55,97,54,False
False,False,13,1623482,230,7740,13152,True,Italia,False,False,3,0,1,52,127,118,111,False
False,False,20,460,943,50019,11329,False,"Los Angeles, CA",False,False,1,0,4,103,107,115,111,False
False,False,7,197,959,29146,2248,False,"Syracuse, NY",False,False,3,0,2,36,44,97,34,False
False,False,9,59549,270,1073,4726,True,Los Angeles,True,False,5,0,0,65,62,73,98,False
False,False,9,5257,902,24779,13302,True,NYC,False,False,3,0,2,88,101,69,109,False
False,False,9,674042,230,2558,12379,True,"ÜT: -27.416065,-48.429124",False,False,4,0,1,132,119,113,120,False
False,False,3,336473,1126,2419,7986,True,Canada,False,False,5,0,1,88,94,89,87,False
False,False,1,7847256,341,8921,16726,True,India,False,False,3,0,1,121,114,113,123,False
False,False,2,5257,244,636,3458,False,United States of America,False,False,1,0,1,102,107,93,90,False
False,False,4,43754,3191,14705,31959,True,"Mississauga, Ontario",False,False,5,0,0,112,100,107,100,False
False,False,9,223,254,41121,10139,False,"Cartagena, Colombia",False,False,2,0,0,113,104,120,113,False
False,False,4,116,202,3496,1572,False,,False,False,0,0,1,20,12,38,69,False
False,False,1,8484,8883,27331,129839,False,"Motor City, USA",True,False,5,0,0,24,30,33,33,False
False,False,10,1008821,63,5163,10081,False,"London, England",True,False,4,0,1,110,121,118,130,True
True,True,0.0,165,4,14,7554,False,,False,False,2,0,0,102,100,96,106,True
False,False,13,21,0,309,57,False,,True,False,3,0,5,23,123,114,122,True
False,False,13,788,1014,6224,24059,False,"Long Beach, CA",False,False,2,0,1,68,62,111,113,False
False,False,2,5702,8,1378,4908,False,"Brasil, Brazil, BR",True,False,3,0,3,109,112,104,56,True
False,False,12,1064663,975,7950,4477,True,Instagram @themilanmiracle,False,False,1,0,0,48,67,49,115,False
False,False,13,16,29,434,552,False,Brescia,False,False,1,0,5,68,53,109,115,False
False,False,0.0,857,3225,4171,27697,False,Oklahoma,False,False,1,0,2,82,111,83,108,False
False,False,3,75,39,4358,12091,False,"Portland, OR",False,False,0,0,2,124,119,36,43,True
False,False,4,329797,1566,1287,6373,False,,False,False,0,0,2,131,125,117,114,False
False,False,8,69,41,820,348,False,"Huntington Beach, CA",False,False,1,0,4,62,112,110,63,False
False,False,5,3299,1,0,3953,False,,False,True,5,0,0,27,27,26,18,True
False,False,4,898,614,32041,19150,False,"Nashville, TN",False,False,1,0,2,22,106,59,73,False
False,False,8,82,93,33824,28687,False,,False,False,4,0,5,39,56,40,115,False
False,False,1,143652,50849,12950,2245,True,Southern California,True,False,4,0,2,99,113,110,101,False
False,False,6,738,1338,340,8465,False,"London, England",True,False,4,0,0,110,74,75,93,False
False,False,2,1544369,852,24968,14190,True,,False,False,3,0,1,130,29,17,42,False
False,False,6,205,625,11087,12218,False,"Cleveland Heights, OH",False,False,2,0,1,126,106,104,127,False
False,False,4,157,327,6726,2560,False,"Columbus, OH",False,False,1,0,0,87,70,97,89,False
False,False,10,3160,1230,7854,32008,False,"State College, PA",False,False,2,0,2,99,104,120,105,False
False,False,1,10919,4537,3565,20126,False,"SiliconDelta, USA",False,False,5,0,0,89,94,103,93,False
False,False,1,503003,0,2458,9069,True,,False,False,5,0,0,106,100,127,99,False
False,False,11,80,4286,1050,1290,False,,False,False,3,0,5,115,120,117,109,True
False,False,10,194,185,33725,39893,False,"Dallas, TX",False,False,4,0,4,81,88,85,55,False
False,False,5,404,1809,206,893,False,Comancheria just west of weird,False,False,0,1,3,130,127,42,127,False
False,False,1,1400595,1040,2565,24730,True,Bahia / Brasil,False,False,2,0,0,44,44,45,41,False
False,False,4,203,335,14182,16730,False,new jersey,False,False,3,0,2,115,55,113,112,False
False,False,9,111,180,1203,3027,False,,False,False,5,0,0,88,110,67,56,False
False,False,11,155,248,281,293,False,"Dana Point, CA",True,False,3,0,0,101,65,67,97,False
False,False,14,53,276,5653,268,False,"Canoga Park, Los Angeles",False,False,4,0,0,105,106,98,108,False
False,False,3,35,1,0,6026,False,Outer Space,False,True,0,0,0,66,70,69,53,True
False,False,11,184228,997,24645,77482,True,"Berkeley, California",True,False,1,0,4,122,120,121,119,False
False,False,3,261,291,7153,22885,False,,False,False,1,0,0,54,64,114,62,False
False,False,15,489,368,21816,4112,False,"Somewhere over the rainbow, MN",False,False,3,0,4,66,26,120,119,False
False,False,13,51593,1001,14,50956,True,"Manchester, London.......Scarborough ",False,False,4,0,2,78,111,86,78,False
False,False,1,516722,5563,5004,26282,True,"Rio de Janeiro, Brasil",False,False,1,0,0,80,79,81,74,False
False,False,3,1716857,131,4792,3439,True,DE COLOMBIA CON ORGULLO,False,False,2,0,3,117,117,118,104,False
False,False,7,264,289,1018,1982,False,"North Carolina, USA",True,False,1,0,0,84,66,49,49,False
False,False,10,1654,1270,198949,154990,False,#TexasForever ,False,False,4,0,1,119,118,120,117,False
False,False,7,1538,1224,61384,70835,False,"Atlanta, GA",False,False,1,0,4,78,113,115,70,False
False,False,8,1067,1676,2188,11527,False,Aragua MBI ,False,False,0,0,5,108,108,113,112,False
False,False,9,43,77,2406,3521,False,Rio de Janeiro - BR,False,False,4,0,0,105,87,92,98,True
False,False,14,0,0,109,84,False,,True,False,4,0,3,122,69,26,29,True
False,False,4,919,1500,11063,10046,False,Earth,False,False,2,0,3,109,111,107,120,False
False,False,9,598,902,4621,21863,False,,False,False,0,0,0,14,18,13,74,False
False,False,1,2124395,467,6868,23070,True,"Rockville, MD",False,False,4,0,1,91,46,101,73,False
False,False,10,1330,342,10064,84500,False,,False,False,4,0,2,54,41,121,63,True
False,False,14,14453,12379,105040,40506,False,"Pittsburgh, PA",False,False,1,0,3,77,71,105,81,False
False,False,13,937,4108,43271,39417,False,"Los Angeles, CA",False,False,4,0,0,111,108,110,111,False
False,False,2,250,366,28894,8735,False,,False,False,1,0,1,30,120,42,46,False
False,False,15,2669,737,40789,104,True,New York City,True,False,0,0,0,66,56,59,62,False
False,False,21,38,65,12055,3616,False,Sheltered in place,False,False,3,0,0,106,106,115,116,False
False,False,5,92140,1794,5921,24191,True,,False,False,1,0,2,30,126,30,128,False
False,False,2,3276,170,0,30656,False,Las Vegas,False,False,5,0,0,55,58,57,58,False
False,False,11,6,0,224,11,False,,True,False,5,0,0,46,56,56,56,True
False,False,19,8,114,1047,3693,False,"Maumelle, Arkansas",False,False,3,0,0,119,127,119,105,False
False,False,14,2148,812,37350,12795,False,"At a rock concert, probably",False,False,3,0,3,116,46,116,90,False
False,False,1,971093,86,57,223,True,,False,False,5,0,0,107,111,108,108,False
False,False,19,329787,400934,236,35823,False,대한민국 대구,False,False,3,0,4,69,130,130,57,True
False,False,3,16448,18121,15853,24052,True,"Phoenix, AZ",False,False,3,0,5,117,117,91,100,False
False,False,13,4399,17,28930,27745,False,"Berkeley, CA",False,False,2,0,3,29,121,121,119,False
False,False,0.0,848,181,7,206,False,,False,False,0,0,0,103,94,119,75,False
False,False,9,547,330,22189,18413,False,"Indiana, USA",False,False,4,0,3,82,87,95,83,False
False,False,18,37109,41294,4695,18655,False,Queensland Australia XD,True,False,4,0,0,100,133,107,107,False
False,False,15,1403739,82,5510,14930,True,"Hyderabad, India",False,False,3,0,2,119,109,127,86,False
False,False,4,120856,91788,2829,186613,False,México,False,False,5,0,0,10,10,10,9,True
False,False,8,37,161,4628,6526,False,Dimension C - 137,False,False,3,0,0,110,104,106,103,False
False,False,9,1007,1857,7293,4169,False,"Markham, Ontario",False,False,1,0,1,92,86,93,112,True
False,False,3,1539,666,3962,369,True,Los Angeles,False,False,2,0,0,96,124,110,103,False
False,False,9,1591414,316,156,143900,True,"Miami, FL",False,False,4,0,1,114,109,100,95,False
False,False,23,17646,1953,14812,18302,True,"Pittsburgh, Pennsylvania",False,False,5,0,0,99,100,105,106,False
False,False,14,1419,711,19148,9099,False,,False,False,5,0,0,107,104,108,104,False
False,False,1,4447,5,11,5317,False,Twitter Bot,False,True,0,0,0,120,118,119,117,True
False,False,11,173,430,450,5768,False,,False,False,3,0,3,96,107,73,99,False
False,False,3,14008301,2568,639,6007,True,"Miami, FL",True,False,4,0,0,104,106,111,112,False
False,False,3,1032,995,3157,4268,False,Los Angeles,False,False,2,0,0,108,117,117,119,False
False,False,4,1425,1185,118276,29310,False,Kansas,False,False,2,0,2,123,110,138,112,False
False,False,5,590,375,766,2693,False,London and Oxfordshire,False,False,5,0,0,71,54,70,53,False
False,False,1,5,2,1,4201,False,The Grid,False,False,0,0,0,90,86,87,89,True
False,False,1,503892,2403,113128,625,True,Los Angeles ,False,False,1,0,0,58,61,54,111,False
False,False,13,62,965,2721,478,False,"Spartanburg, SC",False,False,1,0,3,71,102,80,102,False
False,False,12,5917370,617,6001,9037,True,Egypt,False,False,3,0,4,124,132,136,136,False
False,False,8,10213838,726,6133,1180,True,Cairo,False,False,5,0,1,50,46,61,45,False
False,False,8,63244,2009,49447,56482,True,"Washington, DC",False,False,2,0,0,75,44,48,58,False
False,False,14,7,0,74,19,False,,True,False,5,0,1,110,89,110,88,True
False,False,0.0,113079,823,9245,273856,True,"Jacksonville, Florida",False,False,4,0,1,107,103,113,97,False
False,False,10,364,281,9609,27955,False,,False,False,1,0,1,51,96,47,45,False
False,False,5,18,106,1024,563,False,"New Jersey, USA",False,False,1,0,5,70,109,52,111,False
False,False,18,191,805,8103,10790,False,DULUTH GA,False,False,4,1,1,100,100,100,122,False
False,False,24,27568,2210,4711,28871,True,,True,False,5,0,0,105,99,108,99,False
False,False,13,113872,165,4124,11950,True,"Mumbai, India",False,False,5,0,0,38,114,115,86,False
False,False,12,53,264,515,180,False,"Des Moines, IA",False,False,2,0,1,89,53,55,105,False
False,False,11,757920,145,233,220,True,,False,False,5,0,3,60,43,40,68,False
False,False,11,2159,2189,55549,35464,False,"San Diego, CA",False,False,2,0,1,112,110,116,128,False
False,False,5,1412,1385,128080,27133,False,"Boston, MA",False,False,2,0,1,120,112,122,103,False
False,False,13,1800,1728,12276,46447,False,roots in your dreamland,False,False,2,0,2,30,95,119,42,False
False,False,4,414,221,1837,16906,False,Posted On The 3,False,False,3,0,3,60,130,62,19,False
False,False,9,650,830,70905,28800,False,"Tampa Fl, born&raised😎",False,False,3,0,3,88,88,88,111,False
False,False,9,7,0,852,856,False,"Marietta, Georgia",False,False,3,0,5,110,107,116,114,True
False,False,13,44,201,3616,1080,False,"Greensboro, NC",False,False,2,0,0,89,106,75,73,False
False,False,9,1238139,256,1333,1302,True,Music Video,False,False,0,0,1,139,137,140,140,False
False,False,17,1208,1107,90232,677054,False,,False,False,2,0,5,127,112,125,51,True
False,False,1,52,0,1,59409,False,,True,False,5,0,0,45,45,45,45,True
False,False,1,21566,1770,7089,6190,True,"Austin, TX",False,False,2,0,0,131,122,108,123,False
False,False,5,894131,834,6409,2170,True,,False,False,5,0,0,90,92,85,92,False
False,False,12,2841483,277,1496,1366,True,,False,False,3,0,4,108,104,112,124,False
False,False,3,6643,840,14045,11930,False,"Tampa, FL",False,False,4,0,0,83,27,73,32,False
False,False,20,144,195,10378,1499,False,A hole in the ground.,False,False,2,0,0,28,98,33,34,False
False,False,14,8,0,342,359,False,,False,False,5,0,0,25,73,105,21,True
False,False,12,0,0,72,175,False,,False,False,1,0,4,45,106,54,121,False
False,False,10,624,608,34630,12136,False,the void,False,False,3,0,0,60,63,71,55,False
False,False,6,58,355,5210,23841,False,"London, England",False,False,2,0,5,116,119,121,119,True
False,False,5,120700,975,1164,63820,True,Britain,False,False,5,0,0,103,103,109,108,False
False,False,3,4213373,918,270,28056,True,the world,False,False,0,0,1,126,130,123,123,False
False,False,13,7,0,123,16,False,,True,False,5,0,0,32,90,46,38,True
